"URI","Label","Definition","Notation","Status","AcceptedDate"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3045V","Household Income: Quintile 4 (income with 20% households above, 80% below)","","EC3045V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3048V","Household Income: Quintile 3 (income with 40% households above, 60% below)","","EC3048V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3051V","Household Income: Quintile 2 (income with 60% households above, 40% below)","","EC3051V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3054V","Household Income: Quintile 1 (income with 80% households above, 20% below)","","EC3054V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3056V","Total Number of Households (relating to the reported household income)","","EC3056V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3055V","Total Number of Households with less than 60% of the national median disposable annual household income","","EC3055V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3057V","Total Number of Households with less than half of the national average income","","EC3057V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3060V","Total Number of Households reliant on social security benefits (>50%)","","EC3060V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3063V","Individuals reliant on social security benefits (>50%)","","EC3063V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CI1016V","Total number of elected city representatives","","CI1016V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CI1017V","Number of Male elected city representatives","","CI1017V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CI1018V","Number of Female elected city representatives","","CI1018V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1001V","Number of children 0-4 in day care or school","","TE1001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1006V","Number of children 0-2 in day care","","TE1006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1007V","Number of children 3-4 in day care","","TE1007V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1005V","Total students registered for final year of compulsory education","","TE1005V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1030V","Students leaving compulsory education without having a diploma","","TE1030V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1031V","Students in upper and further education (ISCED level 3-4)","","TE1031V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1032V","Male students in upper and further education (ISCED level 3-4)","","TE1032V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1033V","Female students in upper and further education (ISCED level 3-4)","","TE1033V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1026V","Students in higher education (ISCED level 5-8 from 2014 onwards), total","","TE1026V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1027V","Students in higher education (ISCED level 5-8 from 2014 onwards), male","","TE1027V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1028V","Students in higher education (ISCED level 5-8 from 2014 onwards), female","","TE1028V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1034V","Average number of pupils in a class (primary schools)","","TE1034V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE1035V","Average number of pupils in a class (secondary schools)","","TE1035V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2025V","Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","","TE2025V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2026V","Number of residents (aged 15-64) with ISCED level 0, 1or 2 as the highest level of education - male","","TE2026V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2027V","Number of residents (aged 15-64) with ISCED level 0, 1or 2 as the highest level of education - female","","TE2027V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2028V","Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education","","TE2028V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2029V","Number of residents (aged 15-64) with ISCED level 3 or 4 as the highest level of education - male","","TE2029V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2030V","Number of residents (aged 15-64) with ISCED level 3 or 4 as the highest level of education - female","","TE2030V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2031V","Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","","TE2031V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2032V","Number of residents (aged 15-64) with ISCED level 5 or 6 as the highest level of education - male","","TE2032V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TE2033V","Number of residents (aged 15-64) with ISCED level 5 or 6 as the highest level of education - female","","TE2033V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN1001V","Number of days of rain per annum","","EN1001V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN1002V","Total number of hours of sunshine per day","","EN1002V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN1003V","Average temperature of warmest month - degrees","","EN1003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN1004V","Average temperature of coldest month - degrees","","EN1004V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN1005V","Rainfall - litre/mÂ²","","EN1005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN1006V","Median city centre altitude above sea level","","EN1006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2002V","Number of days ozone O3 concentrations exceed 120 Âµg/mÂ³","","EN2002V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2003V","Number of hours nitrogen dioxide NO2 concentrations exceed 200 Âµg/mÂ³","","EN2003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2005V","Number of days particulate matter PM10 concentrations exceed 50 Âµg/mÂ³","","EN2005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2025V","Accumulated ozone concentration in excess 70 Âµg/mÂ³","","EN2025V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2026V","Annual average concentration of NO2 (Âµg/mÂ³)","","EN2026V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2027V","Annual average concentration of PM10 (Âµg/mÂ³)","","EN2027V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2030V","Number of days particulate matter PM2.5 concentrations exceed 50 Âµg/mÂ³","","EN2030V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2033V","Number of residents exposed to road traffic noise >65 dB(A) at day time","","EN2033V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2035V","Number of residents exposed to road traffic noise >55 dB(A) at night time","","EN2035V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2032V","Number of residents exposed to rail traffic (incl. tram) noise >65dB(A) at daytime","","EN2032V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2036V","Number of residents exposed to rail traffic (incl. tram) noise >55dB(A) at night-time","","EN2036V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2028V","Number of residents exposed to air traffic noise >65 dB(A) at day time","","EN2028V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN2029V","Number of residents exposed to air traffic noise >55 dB(A) at night time","","EN2029V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3003V","Total use of water - mÂ³","","EN3003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3004V","Number of dwellings connected to potable drinking water system","","EN3004V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3006V","Number of dwellings connected to sewerage treatment system","","EN3006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3008V","Number of water rationing cases, days per year","","EN3008V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3009V","Number of scheduled water cuts, days per year","","EN3009V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3010V","Price of a mÂ³ of domestic water - Euro","","EN3010V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN3011V","Share of the urban waste water load (in population equivalents) treated according to the applicable standard -%","","EN3011V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN4001V","Annual amount of solid waste (domestic and commercial)","","EN4001V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN4002V","Annual amount of solid waste (domestic and commercial) processed by landfill.","","EN4002V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN4003V","Annual amount of solid waste (domestic and commercial) is processed by incinerator","","EN4003V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN4004V","Annual amount of solid waste (domestic and commercial) that is recycled","","EN4004V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN4006V","Annual amount of solid waste (domestic and commercial) given to other disposal","","EN4006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN4007V","Annual amount of solid waste (domestic and commercial) that is composted","","EN4007V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5003V","Total land area according to cadastral register - km²","","EN5003V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5015V","Water and wetland - kmÂ²","","EN5015V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5012V","Green space area - kmÂ²","","EN5012V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5016V","Land used for agricultural purposes - kmÂ²","","EN5016V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5024V","Land used for commercial activities (industry, trade, offices)","","EN5024V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5004V","Land area in housing/residential use","","EN5004V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5025V","Land used for transport (road, rail, air, ports)","","EN5025V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5011V","Land area in recreational, sports and leisure use","","EN5011V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5026V","Other land use - kmÂ²","","EN5026V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5001V","Green space to which the public has access - kmÂ²","","EN5001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5109V","Overbound - underbound based on population (qualitative indicator)","","EN5109V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EN5110V","Overbound - underbound based on area (qualitative indicator)","","EN5110V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1003V","Share of journeys to work by car -%","","TT1003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1010V","Share of journeys to work by public transport (rail, metro, bus, tram) -%","","TT1010V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1006V","Share of journeys to work by motor cycle -%","","TT1006V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1007V","Share of journeys to work by bicycle -%","","TT1007V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1008V","Share of journeys to work by foot -%","","TT1008V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1012V","Share of journeys to work by car or motor cycle -%","","TT1012V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1019V","Average time of journey to work - minutes","","TT1019V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1020V","Average length of journey to work by private car - km","","TT1020V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1064V","People commuting into the city","","TT1064V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1065V","People commuting out of the city","","TT1065V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1069V","Number of stops of public transport","","TT1069V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1083V","Number of buses (or bus equivalents) operating in the public transport","","TT1083V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1084V","Average age of the bus (only buses) fleet","","TT1084V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1085V","Proportion of buses running on alternative fuels","","TT1085V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1066V","Length of public transport network (km)","","TT1066V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1077V","Length of public transport network on fixed infrastructure","","TT1077V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1078V","Length of public transport network on flexible routes","","TT1078V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1082V","Length of restricted bus lanes","","TT1082V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1079V","Length of bicycle network (dedicated cycle paths and lanes) - km","","TT1079V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1080V","Cost of a combined monthly ticket (all modes of public transport) for 5-10 km in the central zone - EUR","","TT1080V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1081V","Cost of a taxi ride of 5 km to the centre at day time - EUR","","TT1081V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1057V","Number of private cars registered","","TT1057V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1013V","Number of motor cycles registered","","TT1013V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1070V","Number of park and ride parking spaces","","TT1070V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1075V","Maximum charge of on-street parking in the city centre per hour","","TT1075V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1060V","Number of deaths in road accidents","","TT1060V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1061V","Number of persons seriously injured in road accidents","","TT1061V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1071V","Accessibility by air (EU27 = 100) - index","","TT1071V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1072V","Accessibility by rail (EU27 = 100) - index","","TT1072V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1073V","Accessibility by road (EU27 = 100) - index","","TT1073V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/TT1074V","Multimodal accessibility (EU27 = 100) - index","","TT1074V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT1005V","Percentage of households with Internet access at home","","IT1005V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT3001V","Number of local units manufacturing ICT products","","IT3001V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT3002V","Number of persons employed in manufacture of ICT products","","IT3002V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT3003V","Number of local units providing ICT services","","IT3003V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT3004V","Number of persons employed in provision of ICT services","","IT3004V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT3005V","Number of local units producing content for the Information Society","","IT3005V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/IT3006V","Number of persons employed in production of content for the Information Society","","IT3006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1003V","Number of cinema seats (total capacity)","","CR1003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1005V","Cinema attendance (per year)","","CR1005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1006V","Number of museums","","CR1006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1007V","Number of museum visitors (per year)","","CR1007V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1008V","Number of theatres","","CR1008V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1013V","Number of theatre seats","","CR1013V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1009V","Theatre attendance (per year)","","CR1009V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1010V","Number of public libraries (all distribution points)","","CR1010V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1011V","Number of books and other media loaned from public libraries (per year)","","CR1011V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1014V","Number of persons employed in the culture and entertainment industry","","CR1014V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR1015V","Number of public swimming pools (indoor and outdoor, excluding beaches)","","CR1015V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2001V","Total nights spent in tourist accommodation establishments","","CR2001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2009V","Number of bed-places in tourist accommodation establishments","","CR2009V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2102V","Number of available beds at high season","","CR2102V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2103V","Number of available beds at low season","","CR2103V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2104V","Total tourist overnight stays in registered accommodation at high season","","CR2104V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2105V","Total tourist overnight stays in registered accommodation at low season","","CR2105V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2004V","Number of air passengers using nearest airport","","CR2004V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2005V","Number of air passengers using nearest airport - total arrivals","","CR2005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2006V","Number of air passengers using nearest airport - domestic arrivals","","CR2006V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2007V","Number of air passengers using nearest airport - total departures","","CR2007V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/CR2008V","Number of air passengers using nearest airport - domestic departures","","CR2008V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1010V","Satisfied with public transport (synthetic index 0-100)","","PS1010V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1012V","Public transport in the city, for example bus, tram or metro: very satisfied","","PS1012V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1013V","Public transport in the city, for example bus, tram or metro: rather satisfied","","PS1013V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1014V","Public transport in the city, for example bus, tram or metro: rather unsatisfied","","PS1014V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1015V","Public transport in the city, for example bus, tram or metro: not at all satisfied","","PS1015V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1016V","Public transport in the city, for example bus, tram or metro: don't know / no answer","","PS1016V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1017V","public transport: satisfied (rather+strong)","","PS1017V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1018V","public transport: unsatisfied (rather+strong)","","PS1018V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1020V","Satisfied with schools (synthetic index 0-100)","","PS1020V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1022V","Schools in the city: very satisfied","","PS1022V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1023V","Schools in the city: rather satisfied","","PS1023V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1024V","Schools in the city: rather unsatisfied","","PS1024V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1025V","Schools in the city: not at all satisfied","","PS1025V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1026V","Schools in the city: don't know / no answer","","PS1026V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1027V","schools: satisfied (rather+strong)","","PS1027V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1028V","schools: unsatisfied (rather+strong)","","PS1028V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1030V","Satisfied with hospitals (synthetic index 0-100)","","PS1030V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1032V","Health care services offered by hospitals in the city: very satisfied","","PS1032V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1033V","Health care services offered by hospitals in the city: rather satisfied","","PS1033V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1034V","Health care services offered by hospitals in the city: rather unsatisfied","","PS1034V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1035V","Health care services offered by hospitals in the city: not at all satisfied","","PS1035V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1036V","Health care services offered by hospitals in the city: don't know / no answer","","PS1036V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1037V","hospitals: satisfied (rather+strong)","","PS1037V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1038V","hospitals: unsatisfied (rather+strong)","","PS1038V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1040V","Satisfied with doctors (synthetic index 0-100)","","PS1040V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1042V","Health care services offered by doctors in the city: very satisfied","","PS1042V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1043V","Health care services offered by doctors in the city: rather satisfied","","PS1043V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1044V","Health care services offered by doctors in the city: rather unsatisfied","","PS1044V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1045V","Health care services offered by doctors in the city: not at all satisfied","","PS1045V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1046V","Health care services offered by doctors in the city: don't know / no answer","","PS1046V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1047V","doctors: satisfied (rather+strong)","","PS1047V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1048V","doctors: unsatisfied (rather+strong)","","PS1048V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1050V","Satisfied with green space (synthetic index 0-100)","","PS1050V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1052V","Green spaces such as public parcs or gardens: very satisfied","","PS1052V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1053V","Green spaces such as public parcs or gardens: rather satisfied","","PS1053V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1054V","Green spaces such as public parcs or gardens: rather unsatisfied","","PS1054V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1055V","Green spaces such as public parcs or gardens: not at all satisfied","","PS1055V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1056V","Green spaces such as public parcs or gardens: don't know / no answer","","PS1056V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1057V","greenspace: satisfied (rather+strong)","","PS1057V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1058V","greenspace: unsatisfied (rather+strong)","","PS1058V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/PS1060V","Satisfied with sport facilities (synthetic index 0-100)","","PS1060V","invalid","2013-09-04"
